id,root_id,customer_message,full_thread,is_dm_redirect,historical_resolution,ground_truth_intent,ground_truth_escalate,escalation_reason_category,reference_reply,labeler_notes
167,2435323,@115858 why can’t your email servers update my email since yesterday morning not very useful if I can’t see my emails on my phone is it!,"C: @115858 why can’t your email servers update my email since yesterday morning not very useful if I can’t see my emails on my phone is it! || A: @698751 We'd be happy to look into this issue with you. Send us a DM, and we'll get started there. https://t.co/GDrqU22YpT",True,"@698751 We'd be happy to look into this issue with you. Send us a DM, and we'll get started there. https://t.co/GDrqU22YpT",,,,,
168,1988474,Yo @AppleSupport why does my phone keep turning the letter I into I️,"C: Yo @AppleSupport why does my phone keep turning the letter I into I️ || A: @588533 We'd be happy to look into what's going on. To start, can you tell us which iPhone and iOS device you're using? https://t.co/GDrqU22YpT",False,"@588533 We'd be happy to look into what's going on. To start, can you tell us which iPhone and iOS device you're using? https://t.co/GDrqU22YpT",,,,,
169,32433,@AppleSupport My iPhone screen glass is completely cracked. Still the touch screen works. Can I change the glass alone or the display too?,C: @AppleSupport My iPhone screen glass is completely cracked. Still the touch screen works. Can I change the glass alone or the display too? || A: @123192 We're glad to look into all options with you to have your iPhone serviced. Please DM us to proceed. https://t.co/GDrqU22YpT,True,@123192 We're glad to look into all options with you to have your iPhone serviced. Please DM us to proceed. https://t.co/GDrqU22YpT,,,,,
170,565034,@AppleSupport I'm having trouble setting up a new phone from a backup.,"C: @AppleSupport I'm having trouble setting up a new phone from a backup. || A: @252377 Thank you for reaching out. We're here to help. Please DM us, and we will continue from there. https://t.co/GDrqU22YpT",True,"@252377 Thank you for reaching out. We're here to help. Please DM us, and we will continue from there. https://t.co/GDrqU22YpT",,,,,
171,862749,@AppleSupport - the Wi-Fi Switch in iOS 11’s control is broke. Please fix. Every time my iPhone 8 plus goes to sleep it disconnects.,C: @AppleSupport - the Wi-Fi Switch in iOS 11’s control is broke. Please fix. Every time my iPhone 8 plus goes to sleep it disconnects. || A: @324861 The Control Center has changed a bit in iOS 11. This article has more details for reference: https://t.co/G7BHuQnDS6 || C: @AppleSupport I’m fairly sure it’s not user error. I literally have to go into my settings &amp; manually connect to my wi-fi every time I wake my phone. || A: @324861 Having to turn it on in Settings every time you unlock isn't expected. What is the exact iOS version you're on? || C: @AppleSupport 11.0.2 - I just saw that there’s an update. I’ll see if that has any effect. It only has this problem at home on my Airport basestation.,False,@324861 Having to turn it on in Settings every time you unlock isn't expected. What is the exact iOS version you're on?,,,,,
172,2303694,How did all my music unDownload. I’m so mad @115858 please,"C: How did all my music unDownload. I’m so mad @115858 please || A: @668452 Music is a pretty big part of our day, so we can understand why you would want your Music up and showing on your device. In order to help, we need a few details from you. What kind of device are you using? What iOS/macOS is installed on the device?",False,"@668452 Music is a pretty big part of our day, so we can understand why you would want your Music up and showing on your device. In order to help, we need a few details from you. What kind of device are you using? What iOS/macOS is installed on the device?",,,,,
173,567661,@115858 time cursor not moving from 2.09 when you looking at the player on a locked screen (music’s been played properly just displaying issues)... https://t.co/wgWAHiSLF1,"C: @115858 time cursor not moving from 2.09 when you looking at the player on a locked screen (music’s been played properly just displaying issues)... https://t.co/wgWAHiSLF1 || A: @253144 We’d be happy to help look into this with you. To start, can you let us know the exact version of iOS that you’re using? To check, go to Settings &gt; General &gt; About. || C: @AppleSupport My bad that’s 11.1.2 will update tomorrow and let you know. Time to sleep in France friends have a good night (no complaints just sharing what i noticed...) || A: @253144  Feel free to reach back out to us if you need us. Have a great night.",False,@253144  Feel free to reach back out to us if you need us. Have a great night.,,,,,
174,2618278,@AppleSupport my phone is always lagging &amp; stucked. Currently running on 11.1.1. It sucks,"C: @AppleSupport my phone is always lagging &amp; stucked. Currently running on 11.1.1. It sucks || A: @739932 Hey, we wan you to enjoy your iPhone. We'll look into what's going on. To clarify, is it that the iPhone is slow to respond? Does this happen while using any certain apps? || C: @AppleSupport Yes the iphone is slow to respond. While looking for contacts, it always lag. || A: @739932 Thanks for clarifying. Let's go ahead and back up your iPhone and update the iOS to the latest version to see if that helps. Here's an article to help you with the backup: https://t.co/4f8hwT5to6 Let us know the results. || C: @AppleSupport Hi apple. Still lags when im looking for contacts || A: @739932 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT",True,@739932 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,,,,,
175,2185443,@AppleSupport when’re you guys fixing this iOS? It’s completely doodoo’d my phone. Battery life is pure trash and it’s very slow,C: @AppleSupport when’re you guys fixing this iOS? It’s completely doodoo’d my phone. Battery life is pure trash and it’s very slow || A: @640036 That's certainly not what we'd expect you to experience. We'll be happy to assist as best we can. What version of iOS are you currently running? You can find that by going to Settings &gt; General &gt; About on your iPhone. || C: @AppleSupport The one that has ruined everyone’s phone. || A: @640036 It's our goal to help get this sorted out for you. We just released iOS 11.1.1. Let's try backing up and updating to see if that helps. Check out this link: https://t.co/80YRnjDFDk Don't hesitate to reach out to us if the issues persist after updating.,False,@640036 It's our goal to help get this sorted out for you. We just released iOS 11.1.1. Let's try backing up and updating to see if that helps. Check out this link: https://t.co/80YRnjDFDk Don't hesitate to reach out to us if the issues persist after updating.,,,,,
176,1702864,My phone is literally tripping like wtf @115858 fix your shit 😒,C: My phone is literally tripping like wtf @115858 fix your shit 😒 || A: @516242 Let's work together to sort this out. Have you updated your iPhone to iOS 11.1? Which model iPhone do you have? || C: @AppleSupport Yes I have updated it and I have the iPhone 7+,False,@516242 Let's work together to sort this out. Have you updated your iPhone to iOS 11.1? Which model iPhone do you have?,,,,,
177,1690680,@AppleSupport Why is the letter “I” changing to “A “ with a question mark emoji?  I’m annoyed.,C: @AppleSupport Why is the letter “I” changing to “A “ with a question mark emoji?  I’m annoyed. || A: @513276 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,False,@513276 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,,,
178,288374,@115858 @AppleSupport how do I get my #AppleWatch to stop displaying the current music on my #iPhone every time I lift my wrist? #annoying https://t.co/fx6WRZ6Sye,"C: @115858 @AppleSupport how do I get my #AppleWatch to stop displaying the current music on my #iPhone every time I lift my wrist? #annoying https://t.co/fx6WRZ6Sye || A: @184693 Hi. We're happy to help. Check this out: https://t.co/kPrTO9IGph under ""hide now playing."" Let us know if this helps.",False,"@184693 Hi. We're happy to help. Check this out: https://t.co/kPrTO9IGph under ""hide now playing."" Let us know if this helps.",,,,,
179,484488,@AppleSupport mac wont go past password screen since yesterdays security update. Help!!!,C: @AppleSupport mac wont go past password screen since yesterdays security update. Help!!! || A: @230287 We can help check out what's going on with the password. What all were you seeing when you try to enter your password? || C: @AppleSupport Seems to have resolved for now. Let you enter password but then froze and would not start up. || A: @230287 Glad to hear you could get in. Let us know if the password gives you any other trouble.,False,@230287 Glad to hear you could get in. Let us know if the password gives you any other trouble.,,,,,
180,2583190,@115858 why the heck do you remind us to update a bunch of times a day only for said update to crash your phone ¿¿¿,"C: @115858 why the heck do you remind us to update a bunch of times a day only for said update to crash your phone ¿¿¿ || A: @732044 Not the effect we want it to have, but we're more than happy to help. Which iPhone is it that you have? Are you able to turn it back on currently? || C: @AppleSupport Lol i have an 8 plus. I’m fine. But you doing my niggas dirty.",False,"@732044 Not the effect we want it to have, but we're more than happy to help. Which iPhone is it that you have? Are you able to turn it back on currently?",,,,,
